Time,CO2,CO,Temp,Humidity
12:53:30,352,0,86.1,59
12:53:40,318,0,86,55
12:53:50,306,0,86.4,58
12:54:00,300,0,86.2,56
12:54:10,288,0,86,55
12:54:20,286,0,86,56
12:54:30,290,0,86.1,56
12:54:40,290,0,86.1,56
12:54:50,294,0,85.9,54
12:55:00,322,0,85.9,56
12:55:10,368,0,86,54
12:55:20,1908,0,86.2,59
12:55:30,2754,0,86.2,54
12:55:40,2260,0,86.2,54
12:55:50,2220,0,86.3,55
12:56:00,2152,0,86.2,54
12:56:10,1660,0,86.1,54
12:56:20,1282,0,86.3,59
12:56:30,1278,0,86.4,58
12:56:40,1272,0,86.3,56
12:56:50,1256,0,86.2,54
12:57:00,1224,0,86.3,54
12:57:10,1206,0,86.3,55
12:57:20,1182,0,86.4,56
12:57:30,1150,0,86.7,56
12:57:40,966,0,86.7,57
12:57:50,918,0,86.5,56
12:58:00,892,0,86.5,57
12:58:10,816,0,86.4,55
12:58:20,706,0,86,56
12:58:30,682,0,85.6,55
12:58:40,570,0,85.3,54
12:58:50,536,0,85.3,54
12:59:00,512,0,85,55
12:59:10,486,0,85.2,55
12:59:20,486,0,85.4,56
12:59:30,494,0,85.8,57
12:59:40,638,0,86.2,56
12:59:50,828,0,86.1,58
13:00:00,836,0,85.6,55
13:00:10,776,0,85.5,57
13:00:20,332,0,84.6,55
13:00:30,298,0,83.5,56
13:00:40,272,0,84.2,58
13:00:50,246,0,85,57
13:01:00,216,0,84.3,57
13:01:10,200,0,84.4,58
13:01:20,192,0,85.2,57
13:01:30,176,0,85.7,57
13:01:40,162,0,84.9,56
13:01:50,150,0,85,60
13:02:00,134,0,85.5,59
13:02:10,128,0,85.1,59
13:02:20,122,0,85.7,58
13:02:30,118,0,86.2,57
13:02:40,112,0,86.3,56
13:02:50,106,0,86.7,56
13:03:00,108,0,86.9,58
13:03:10,114,0,87,55
13:03:20,116,0,87,54
13:03:30,114,0,87.1,54
13:03:40,114,0,87.2,54
13:03:50,112,0,87,54
13:04:00,130,0,87.3,54
13:04:10,200,0,87.5,57
13:04:20,566,0,88,55
13:04:30,802,0,88,54
13:04:40,1006,0,87.7,50
13:04:50,1014,0,88,52
13:05:00,980,0,88.1,50
13:05:10,590,0,87.9,48
13:05:20,434,0,88.2,49
13:05:30,414,0,88.7,50
13:05:40,352,0,88.8,52
13:05:50,228,0,88.7,52
13:06:00,212,0,88.9,51
13:06:10,204,0,90.1,48
13:06:20,194,0,91,44
13:06:30,182,0,91.3,41
13:06:40,164,0,91.8,42
13:06:50,154,0,92.6,43
13:07:00,148,0,92.5,40
13:07:10,142,0,92.3,40
13:07:20,140,0,89.5,45
13:07:30,128,0,88.8,48
13:07:40,130,0,88.2,49
13:07:50,126,0,86.9,50
13:08:00,124,0,86.5,49
13:08:10,118,0,87.7,49
13:08:20,114,0,89.3,49
13:08:30,110,0,90.3,47
13:08:40,110,0,89.6,46
13:08:50,118,0,89,46
13:09:00,126,0,86.8,48
13:09:10,130,0,87.1,50
13:09:20,128,0,85.4,49
13:09:30,124,0,85.2,51
13:09:40,120,0,85.3,52
13:09:50,120,0,85.4,51
13:10:00,120,0,85.8,52
13:10:10,128,1,86,53
13:10:20,140,0,87.4,50
13:10:30,142,0,86.9,49
13:10:40,144,0,85.9,51
13:10:50,140,0,85.7,51
13:11:00,140,0,86.6,51
13:11:10,136,0,89.3,49
13:11:20,138,0,88.7,46
13:11:30,144,0,87.7,47
13:11:40,146,0,87.6,48
13:11:50,148,0,86.9,47
13:12:00,148,0,86.2,48
13:12:10,130,0,85.6,49
13:12:20,126,0,87.1,48
13:12:30,130,0,87.4,49
13:12:40,230,0,88.3,50
13:12:50,244,0,87.7,49
13:13:00,248,0,86.8,48
13:13:10,234,0,86.8,49
13:13:20,216,0,87.2,48
13:13:30,200,0,87.3,49
13:13:40,190,0,86.6,49
13:13:50,188,0,88,50
13:14:00,188,0,87.8,47
13:14:10,186,0,87.5,48
13:14:20,182,0,88.2,48
13:14:30,180,0,89,47
13:14:40,176,0,86.9,46
13:14:50,174,0,88.8,47
13:15:00,180,0,88.3,46
13:15:10,202,0,89.8,46
13:15:20,208,0,88.3,45
13:15:30,206,0,87,48
13:15:40,202,0,86.6,48
13:15:50,200,0,86.2,51
13:16:00,200,0,87.5,50
13:16:10,196,0,89.4,48
13:16:20,204,0,90.4,46
13:16:30,224,0,88.8,45
13:16:40,232,0,87.9,46
13:16:50,232,0,87.6,48
13:17:00,226,0,87.4,48
13:17:10,216,0,87.8,48
13:17:20,208,0,85.6,49
13:17:30,186,0,85.8,51
13:17:40,174,0,85.6,51
13:17:50,168,0,85.4,50
13:18:00,160,0,86.8,51
13:18:10,146,0,87.2,49
13:18:20,138,0,86.8,49
13:18:30,138,0,87.1,49
13:18:40,124,0,87.8,48
13:18:50,120,0,87.9,48
13:19:00,114,0,88.1,48
13:19:10,114,0,88.9,47
13:19:20,112,0,89,47
13:19:30,114,0,89.3,48
13:19:40,134,0,90.4,47
13:19:50,142,0,90.5,47
13:20:00,150,0,91.7,46
13:20:10,154,0,91.2,43
13:20:20,154,0,89.4,45
13:20:30,152,0,89.2,45
13:20:40,146,0,88.5,46
13:20:50,144,0,88.5,47
13:21:00,144,0,88.3,47
13:21:10,140,0,88.6,47
13:21:20,142,0,88.5,47
13:21:30,138,0,88.8,47
13:21:40,136,1,89,46
13:21:50,136,0,88.2,46
13:22:00,138,0,88.3,47
13:22:10,134,0,87.9,47
13:22:21,136,0,88.2,48
13:22:31,136,0,88.5,48
13:22:41,130,0,89,48
13:22:51,132,0,88.8,47
13:23:01,128,0,88.9,48
13:23:11,188,0,89.4,48
13:23:21,190,0,89.4,47
13:23:31,190,0,89.4,47
13:23:41,180,0,89.8,48
13:23:51,176,0,89.9,48
13:24:01,158,0,89.9,48
13:24:11,152,0,89.9,48
13:24:21,144,0,90,48
13:24:31,136,0,89.6,47
13:24:41,128,0,88.7,46
13:24:51,132,0,89,47
13:25:01,134,0,89.3,47
13:25:11,134,0,89.8,47
13:25:21,138,0,90.4,46
13:25:31,146,0,90.3,45
13:25:41,158,0,89.5,46
13:25:51,160,0,88.5,47
13:26:01,156,0,89,48
13:26:11,158,0,89.6,47
13:26:21,160,0,89.8,47
13:26:31,156,0,90.1,47
13:26:41,152,0,89.7,46
13:26:51,146,0,88.9,47
13:27:01,140,0,88.3,48
13:27:11,136,0,88.2,48
13:27:21,126,0,88.8,48
13:27:31,126,0,89.4,48
13:27:41,122,0,89.6,48
13:27:51,122,0,89.6,47
13:28:01,120,0,89.4,48
13:28:11,122,0,88.5,48
13:28:21,118,0,88.2,47
13:28:31,116,0,87.7,47
13:28:41,112,0,87.5,48
13:28:51,110,0,87.7,49
13:29:01,108,0,88.3,49
13:29:11,108,0,88.5,48
13:29:21,106,0,88.7,48
13:29:31,106,0,88.5,48
13:29:41,108,0,88.7,49
13:29:51,104,0,88.6,49
13:30:01,106,0,88.8,50
13:30:11,102,0,89,50
13:30:21,104,0,88.8,49
13:30:31,108,0,88,48
13:30:41,106,0,87.9,49
13:30:51,102,0,88.1,49
13:31:01,98,0,88.2,48
13:31:11,98,0,88.2,48
13:31:21,92,0,87.9,49
13:31:31,96,0,88.1,50
13:31:41,104,0,88.3,51
13:31:51,104,0,87.7,50
13:32:01,102,0,87.9,51
13:32:11,96,0,87.2,52
13:32:21,94,0,85.4,53
13:32:31,94,0,84.9,53
13:32:41,94,0,85.3,54
13:32:51,100,0,85.8,53
13:33:01,102,0,85.7,54
13:33:11,100,0,85.1,53
13:33:21,98,0,85.3,54
13:33:31,96,0,85.3,54
13:33:41,94,0,85.4,53
13:33:51,90,0,86.9,54
13:34:01,84,0,89.2,50
13:34:11,86,0,87.9,46
13:34:21,90,0,86.8,53
13:34:31,90,0,87.9,51
13:34:41,90,0,89.4,49
13:34:51,92,0,90,49
13:35:01,90,0,87.7,49
13:35:11,92,0,87.7,50
13:35:21,90,0,87.9,50
13:35:31,94,0,89.5,50
13:35:41,94,0,90.1,49
13:35:51,92,0,89.3,51
13:36:01,90,0,87.7,53
13:36:11,94,0,86,59
13:36:21,96,0,86.2,60
13:36:31,100,0,87.6,55
13:36:41,96,0,89.4,52
13:36:51,96,0,90.3,51
13:37:01,96,1,90.3,49
13:37:11,96,0,90.2,49
13:37:21,94,0,89.4,49
13:37:31,92,0,89,50
13:37:41,88,0,88.5,51
13:37:51,90,0,88.3,52
13:38:01,90,0,88.2,50
13:38:11,92,0,87.5,50
13:38:21,96,0,87.5,51
13:38:31,92,0,87.6,51
13:38:41,94,0,87.9,52
13:38:51,98,0,87.8,52
13:39:01,100,0,87.7,51
13:39:11,102,0,88.3,51
13:39:21,92,0,88.2,50
13:39:31,90,0,88.6,50
13:39:41,92,0,88.4,50
13:39:51,94,0,89.1,50
13:40:01,100,0,89.4,50
13:40:11,96,0,89.5,48
13:40:21,96,0,89.2,47
13:40:31,98,0,89,48
13:40:41,96,0,89.3,49
13:40:51,94,0,89.3,48
13:41:01,92,0,89.1,48
13:41:11,92,0,89.3,49
13:41:21,92,0,89.7,49
13:41:31,88,0,89.4,48
13:41:41,86,0,89.2,48
13:41:51,90,0,89.4,48
13:42:01,88,0,89.7,48
13:42:11,94,0,90.1,48
13:42:21,94,0,90.5,49
13:42:31,102,0,90.8,48
13:42:41,114,0,90.3,46
13:42:51,122,0,90,48
13:43:01,118,0,89.8,48
13:43:11,114,0,89.6,49
13:43:21,114,0,89.6,49
13:43:31,112,0,89.8,49
13:43:41,110,0,89.9,49
13:43:51,110,0,90,48
13:44:01,104,0,90.1,48
13:44:11,98,0,90,47
13:44:21,98,0,89.8,47
13:44:31,98,0,89.9,47
13:44:41,94,0,90.1,48
13:44:51,96,0,90.3,48
13:45:01,98,0,89.6,47
13:45:11,108,0,89.4,48
13:45:21,106,0,89.3,49
13:45:31,104,0,89.6,50
13:45:41,104,0,89.8,49
13:45:51,106,0,89.9,48
13:46:01,104,0,89.6,47
13:46:11,108,0,89.2,48
13:46:21,106,0,89,48
13:46:31,106,0,88.8,48
13:46:41,102,0,89,49
13:46:51,96,0,89.7,48
13:47:01,96,0,89.8,48
13:47:11,96,0,89.8,48
13:47:21,96,0,89.6,48
13:47:31,94,0,89.9,48
13:47:41,100,0,89.8,47
13:47:51,102,0,89.4,47
13:48:01,100,0,89.4,47
13:48:11,96,0,89.4,47
13:48:21,92,0,88.9,48
13:48:31,90,0,88.6,49
13:48:41,88,0,89.6,49
13:48:51,92,0,89.3,48
13:49:01,90,0,89.2,49
13:49:11,82,0,89.5,48
13:49:21,84,0,89.6,47
13:49:31,82,0,89,47
13:49:41,88,0,88.7,49
13:49:51,86,0,89,49
13:50:01,86,0,89.1,49
13:50:11,84,0,89.2,49
13:50:21,80,0,88.9,49
13:50:31,84,0,88.9,49
13:50:41,90,0,89.2,49
13:50:51,92,0,89.1,49
13:51:01,92,0,89,49
13:51:11,92,0,89.4,49
13:51:21,92,0,89.2,49
13:51:31,94,0,89,49
13:51:41,86,0,88.6,49
13:51:51,92,0,88.8,49
13:52:01,92,0,89.1,50
13:52:11,90,0,89.3,49
13:52:21,92,0,89.5,49
13:52:31,84,0,89.8,49
13:52:41,78,0,90.1,48
13:52:51,82,0,89.8,47
13:53:01,86,0,90.3,48
13:53:11,86,0,90.5,48
13:53:21,88,0,90.6,48
13:53:31,90,0,90.7,48
13:53:41,88,0,90.7,47
13:53:51,90,0,91,48
13:54:01,88,0,90.9,48
13:54:11,90,0,90.7,47
13:54:21,90,0,89,47
13:54:31,90,0,89.2,49
13:54:41,94,0,89.3,48
13:54:51,94,0,89.8,49
13:55:01,92,0,89.4,49
13:55:11,92,0,89.6,48
13:55:21,94,0,90.1,48
13:55:31,94,0,90.5,48
13:55:41,92,0,90.6,48
13:55:51,92,0,90.7,49
13:56:01,88,0,90.8,49
13:56:11,86,0,90.9,49
13:56:21,86,0,90.5,48
13:56:31,90,0,89.8,48
13:56:41,92,0,89.6,49
13:56:51,104,0,89,52
13:57:01,106,1,89.2,51
13:57:11,110,0,89.2,51
13:57:21,114,0,89,53
13:57:31,122,0,88.6,52
13:57:41,126,0,88.9,54
13:57:51,128,0,89.3,54
13:58:01,132,0,89.5,52
13:58:11,146,0,89.7,51
13:58:21,152,0,90,52
13:58:31,150,0,89.8,51
13:58:41,150,0,87.5,52
13:58:51,148,0,87.5,54
13:59:01,140,0,87.5,53
13:59:11,122,0,87.9,50
13:59:21,114,0,87.7,50
13:59:31,108,0,88.3,49
13:59:41,106,0,88.3,49
13:59:51,100,0,88.7,50
14:00:01,104,0,89.3,49
14:00:11,102,0,88.6,49
14:00:21,98,0,88.2,50
14:00:31,94,0,88.3,50
14:00:41,92,0,89.2,49
14:00:51,88,0,90,48
14:01:01,88,0,90,47
14:01:11,90,0,89.6,47
14:01:21,90,0,89.4,47
14:01:31,90,0,89.5,48
14:01:41,88,0,89.7,48
14:01:51,86,0,89.1,48
14:02:01,84,0,88.7,49
14:02:11,86,0,89.3,49
14:02:21,90,0,89.5,49
14:02:31,88,0,89.8,49
14:02:41,92,0,89.7,48
14:02:51,92,0,90.2,46
14:03:01,92,0,90.3,46
14:03:11,98,0,89.9,47
14:03:21,102,0,89.4,47
14:03:31,102,0,89.9,48
14:03:41,106,0,90,48
14:03:51,104,0,89.2,47
14:04:01,96,0,89.5,48
14:04:11,92,0,89.9,48
14:04:21,92,0,90.2,48
14:04:31,90,0,90.4,49
14:04:41,94,0,90.4,48
14:04:51,94,0,89.4,47
14:05:01,90,0,89.6,47
14:05:11,92,0,90,49
14:05:21,96,0,90.4,50
14:05:31,90,0,90.2,48
14:05:41,92,0,90.2,48
14:05:51,92,0,89.6,48
14:06:01,94,0,89,48
14:06:11,94,0,88.5,50
14:06:21,92,0,88.8,50
14:06:31,92,0,88.7,50
14:06:41,94,0,88.5,50
14:06:51,92,0,88.6,50
14:07:01,92,0,89.2,50
14:07:11,92,0,89.4,49
14:07:21,92,0,89.9,49
14:07:31,94,0,90.3,49
14:07:41,96,0,90.3,48
14:07:51,98,0,90.3,47
14:08:01,100,0,90.1,47
14:08:11,100,0,89.9,47
14:08:21,102,0,89.7,48
14:08:31,102,0,89.4,48
14:08:41,104,0,89.3,49
14:08:51,104,0,89.3,49
14:09:01,114,0,89.6,49
14:09:11,116,0,89.7,48
14:09:21,116,0,89,48
14:09:31,114,0,89.2,49
14:09:41,110,0,89.4,48
14:09:51,110,0,89.3,48
14:10:01,108,0,89.2,48
14:10:11,110,0,89.6,48
14:10:21,112,0,89,48
14:10:31,106,0,88.9,49
14:10:41,112,0,88.6,49
14:10:51,112,0,89,49
14:11:01,110,0,89.2,49
14:11:11,110,0,89.2,49
14:11:21,108,0,88.2,50
14:11:31,102,0,87.9,52
14:11:41,102,0,88.3,52
14:11:51,100,0,88.8,51
14:12:01,102,0,89.2,50
14:12:11,100,0,89.4,49
14:12:21,100,0,90,49
14:12:31,100,0,89.7,49
14:12:41,106,0,89.4,48
14:12:51,104,0,89.6,49
14:13:01,106,0,90.1,49
14:13:11,104,0,90.5,51
14:13:21,108,0,90.8,50
14:13:31,110,0,91.2,50
14:13:41,112,0,91.4,50
14:13:51,114,0,91.5,49
14:14:01,118,0,91.6,49
14:14:11,118,0,91.9,49
14:14:21,126,0,91.9,45
14:14:31,122,0,91.7,43
14:14:41,118,0,91.9,43
14:14:51,112,0,91.9,45
14:15:01,112,0,92.1,48
14:15:11,106,0,92.2,47
14:15:21,104,0,92.1,48
14:15:31,100,0,91,45
14:15:41,98,0,90.7,46
14:15:51,100,0,91.3,47
14:16:01,102,0,91.6,47
14:16:11,108,0,91.6,46
14:16:21,108,0,91.2,46
14:16:31,110,0,91,47
14:16:41,112,0,90.7,47
14:16:51,116,0,90.7,47
14:17:01,120,0,90.9,47
14:17:11,118,0,90.8,48
14:17:21,114,0,90,49
14:17:31,114,0,89,50
14:17:41,118,0,88,51
14:17:51,118,0,89,50
14:18:01,120,0,89.2,50
14:18:11,118,0,88.9,49
14:18:21,118,0,88.8,49
14:18:31,116,0,89.1,50
14:18:41,114,0,88.8,48
14:18:51,114,0,88.2,49
14:19:01,114,0,88.1,49
14:19:11,110,0,88.4,50
14:19:21,112,0,88.7,52
14:19:31,106,0,88.9,53
14:19:41,110,0,89.1,51
14:19:51,124,0,89.2,49
14:20:01,128,0,89.7,49
14:20:11,130,0,89.9,50
14:20:21,134,0,88.8,49
14:20:31,132,0,88.7,49
14:20:41,134,0,88.9,49
14:20:51,132,0,88.4,48
14:21:01,132,0,88.3,49
14:21:11,132,0,88.6,49
14:21:21,134,0,88.7,49
14:21:31,130,0,88.7,49
14:21:41,128,0,88.9,49
14:21:51,128,0,89,49
14:22:01,124,0,88.5,49
14:22:11,116,0,87.9,49
14:22:21,114,0,88.2,50
14:22:31,114,0,88.9,49
14:22:41,112,0,89.3,48
14:22:51,114,0,89.4,48
14:23:01,114,0,89.4,49
14:23:11,112,0,88.7,49
14:23:21,108,0,89,49
14:23:31,112,0,89.6,49
14:23:41,116,0,89.6,49
14:23:51,120,0,89.2,48
14:24:01,124,0,89.3,49
14:24:11,122,0,89.7,48
14:24:21,126,0,90.1,49
14:24:31,126,0,90.3,48
14:24:41,130,0,90.5,48
14:24:51,136,0,90.3,47
14:25:01,134,0,89.8,48
14:25:11,134,0,89,48
14:25:21,138,0,89,48
14:25:31,142,0,89.4,49
14:25:41,144,0,89.2,48
14:25:51,140,0,88.5,48
14:26:01,138,0,88.4,48
14:26:11,138,0,89.1,49
14:26:21,136,0,89,49
14:26:31,132,1,89.2,49
14:26:41,126,0,90.3,48
14:26:51,132,0,90.7,46
14:27:01,142,0,90.3,46
14:27:11,148,0,90,47
14:27:21,144,0,89.4,47
14:27:31,146,0,89.3,48
14:27:41,138,0,89.6,48
14:27:51,138,0,90,47
14:28:01,132,0,89.8,47
14:28:11,132,0,89.3,48
14:28:21,130,0,89.6,48
14:28:31,130,0,89.3,48
14:28:41,128,0,88.9,48
14:28:51,126,0,89,48
14:29:01,120,0,89.2,48
14:29:11,122,0,89.5,48
14:29:21,122,0,89.6,48
14:29:31,120,0,89.5,48
14:29:41,124,0,89.3,48
14:29:51,122,0,89.5,48
14:30:01,124,0,89,48
14:30:11,120,0,88.7,48
14:30:21,120,0,88.1,49
14:30:31,120,0,88.1,49
14:30:41,120,0,88.6,49
14:30:51,120,0,89.1,48
14:31:01,120,0,89.4,48
14:31:11,116,0,89.4,48
14:31:21,120,0,89.8,48
14:31:31,116,0,90,47
14:31:41,120,0,89.7,47
14:31:51,120,0,89.5,47
14:32:01,118,0,89.6,48
14:32:11,118,0,89.6,47
14:32:21,120,0,89.7,47
14:32:31,118,0,89.4,47
14:32:41,116,0,89.4,48
14:32:51,116,0,89.6,47
14:33:01,114,0,89.6,47
14:33:11,110,0,89.7,47
14:33:21,112,0,89.9,48
14:33:31,110,0,90,48
14:33:41,112,0,90.1,47
14:33:51,106,0,90.3,47
14:34:01,108,0,90.5,47
14:34:11,112,0,90.6,47
14:34:21,114,0,90.6,47
14:34:31,112,0,90.6,47
14:34:41,116,0,90.5,47
14:34:51,124,0,90.2,47
14:35:01,126,2,90.1,47
14:35:11,132,1,90.5,48
14:35:21,126,0,90.5,48
14:35:31,128,0,90.7,48
14:35:41,128,0,90.7,47
14:35:51,122,0,90.9,47
14:36:01,122,0,90.9,48
14:36:11,120,0,90.6,48
14:36:21,122,0,90,47
14:36:31,120,0,90.4,48
14:36:41,124,0,90.7,48
14:36:51,126,0,90.8,48
14:37:01,128,0,90.9,47
14:37:11,134,0,91,47
14:37:21,138,0,91.2,47
14:37:31,142,0,91.4,46
14:37:41,146,0,91.3,45
14:37:51,148,0,91,46
14:38:01,144,0,90.8,46
14:38:11,144,0,90.6,47
14:38:21,144,0,90.9,47
14:38:31,142,0,91.3,48
14:38:41,140,0,91.3,47
14:38:51,130,0,91.2,46
14:39:01,126,0,91.6,46
14:39:11,124,0,91.8,46
14:39:21,120,0,92.1,46
14:39:31,122,0,92.3,45
14:39:41,128,0,91.9,45
14:39:51,128,0,91,45
14:40:01,128,0,90.6,46
14:40:11,130,0,90.9,46
14:40:21,128,0,91.4,47
14:40:31,128,0,91.7,46
14:40:41,130,0,91.8,46
14:40:51,136,1,91.4,46
14:41:01,136,1,90.4,46
14:41:11,146,1,90.5,46
14:41:21,152,0,90.9,47
14:41:31,166,0,91.4,47
14:41:41,172,0,90.5,46
14:41:51,174,0,90.2,46
14:42:01,176,0,90,47
14:42:11,174,0,89.9,47
14:42:21,172,0,90,47
14:42:31,166,0,89.9,47
14:42:41,166,0,89.8,48
14:42:51,178,0,90.1,47
14:43:01,182,0,90.5,47
14:43:11,180,2,91,47
14:43:21,184,0,91.5,46
14:43:31,184,0,91.4,46
14:43:41,182,0,91.3,46
14:43:51,176,0,91.8,46
14:44:01,180,0,92.1,45
14:44:11,180,0,91.4,46
14:44:22,180,0,90.3,47
14:44:32,176,0,90.3,48
14:44:42,172,0,90.9,48
14:44:52,168,0,90.7,48
14:45:02,168,0,90.3,47
14:45:12,172,0,89.9,48
14:45:22,172,0,90.4,48
14:45:32,166,0,90.8,48
14:45:42,160,0,91.2,48
14:45:52,158,0,91.6,48
14:46:02,154,0,91.8,49
14:46:12,156,0,92,49
14:46:22,158,0,92.2,50
14:46:32,162,0,92.1,50
14:46:42,166,0,92,46
14:46:52,164,0,92.3,47
14:47:02,164,0,92.5,48
14:47:12,166,1,92.5,44
14:47:22,426,6,92.3,39
15:19:12,238,1,86.5,52
15:19:22,226,1,86.5,53
15:19:32,226,1,87,53
15:19:42,226,1,86.8,51
15:19:52,220,1,87,51
15:20:02,210,0,87.4,50
15:20:12,206,0,87.5,50
15:20:22,196,0,86.8,50
15:20:32,188,0,86.6,52
15:20:42,172,0,86.6,51
15:20:52,168,0,87,51
15:21:02,164,0,87.2,51
15:21:12,166,0,87.7,50
15:21:22,162,0,87.7,49
15:21:32,158,1,87.8,49
15:21:42,160,1,87.6,50
15:21:52,158,0,87.8,50
15:22:02,156,0,87.9,50
15:22:12,156,1,88,50
15:22:22,158,0,87.7,50
15:22:32,156,0,87.7,50
15:22:42,152,0,87.5,51
15:22:52,154,0,87.6,50
15:23:02,152,0,87.9,51
15:23:12,156,0,88.1,51
15:23:22,150,0,88.3,51
15:23:32,150,0,88.4,52
15:23:42,166,0,88.4,51
15:23:52,164,0,88.4,50
15:24:02,166,0,88.2,50
15:24:12,170,3,88.2,50
15:24:22,174,3,88.5,51
15:24:32,176,7,88.5,50
15:24:42,182,10,88.8,50
15:24:52,192,6,88.7,49
15:25:02,194,4,88.5,49
15:25:12,196,2,88.5,50
15:25:22,198,1,88.3,50
15:25:32,196,0,88.3,50
15:25:42,198,0,88.6,51
15:25:52,196,0,88.8,51
15:26:02,194,0,88.4,53
15:26:12,524,1,88.4,60
15:26:22,598,1,88.4,60
15:26:32,632,0,88.4,59
15:26:42,816,1,88.4,59
15:26:52,838,1,88.4,59
15:27:02,850,0,88.5,59
15:27:12,870,1,88.5,60
15:27:22,876,1,88.5,60
15:27:32,882,0,88.6,60
15:27:42,878,1,88.6,59
15:27:52,882,1,88.6,58
15:28:02,876,0,88.6,58
15:28:12,866,1,88.6,58
15:28:22,866,1,88.7,58
15:28:32,858,1,88.7,58
15:28:42,850,0,88.7,58
15:28:52,842,1,88.7,58
15:29:02,828,0,88.8,58
15:29:12,806,1,88.8,58
15:29:22,792,1,88.9,58
15:29:32,776,1,88.9,58
15:29:42,758,0,89,58
15:29:52,744,1,89,58
15:30:02,732,1,89,58
15:30:12,722,1,89.1,59
15:30:22,714,1,89.2,59
15:30:32,704,0,89.2,59
15:30:42,688,1,89.2,58
15:30:52,660,0,89.2,57
15:31:02,652,0,89.2,57
15:31:12,644,0,89.3,57
15:31:22,626,1,89.4,57
15:31:32,622,0,89.4,56
15:31:42,616,1,89.4,56
15:31:52,610,1,89.3,56
15:32:02,594,1,89.3,55
15:32:12,580,0,89.3,56
15:32:22,572,1,89.2,55
15:32:32,546,0,89.2,56
15:32:42,522,0,89.2,55
15:32:52,512,0,89.1,55
15:33:02,500,0,89.2,56
15:33:12,476,0,89.3,57
15:33:22,468,0,89.4,57
15:33:32,458,0,89.4,57
15:33:42,450,0,89.3,56
15:33:52,444,0,89.2,56
15:34:02,434,0,89.2,56
15:34:12,428,0,89,56
15:34:22,420,0,89,55
15:34:32,416,0,88.8,55
15:34:42,410,0,88.7,55
15:34:52,408,0,88.5,55
15:35:02,404,0,88.4,55
15:35:12,402,0,88.3,55
15:35:22,398,0,88.2,55
15:35:32,392,0,88.1,55
15:35:42,390,0,88,55
15:35:52,388,0,87.9,54
15:36:02,384,0,87.8,54
15:36:12,374,0,87.7,54
15:36:22,370,0,87.6,54
15:36:32,364,0,87.5,54
15:36:42,358,0,87.4,54
15:36:52,356,0,87.3,54
15:37:02,354,0,87.2,54
15:37:12,352,0,87.1,54
15:37:22,344,0,87,54
15:37:32,340,0,87,54
15:37:42,330,0,86.9,54
15:37:52,322,0,86.8,54
15:38:02,316,0,86.8,53
15:38:12,316,0,86.7,53
15:38:22,318,0,86.7,53
15:38:32,318,0,86.6,53
15:38:42,318,0,86.6,53
15:38:52,320,0,86.5,53
15:39:02,314,0,86.4,53
15:39:12,310,0,86.4,53
15:39:22,312,0,86.3,53
15:39:32,308,0,86.3,53
15:39:42,300,0,86.2,53
15:39:52,300,0,86.2,52
15:40:02,296,0,86.1,52
15:40:12,290,0,86.1,52
