Time,Latitude,Longitude,Altitude
13:07:04,40.442139,-79.926533,324.582275
13:07:28,40.442085,-79.927592,327.466187
13:07:54,40.443647,-79.92795,325.062988
13:08:45,40.444082,-79.927891,323.140381
13:08:49,40.444275,-79.927997,322.659668
13:08:57,40.444626,-79.928755,320.256348
13:09:08,40.445199,-79.930014,313.046509
13:09:23,40.445977,-79.931755,310.162476
13:09:36,40.446556,-79.933072,310.162476
13:09:49,40.447111,-79.934372,308.720459
13:09:58,40.447416,-79.935453,309.681885
13:10:04,40.447575,-79.936111,308.720459
13:10:52,40.447608,-79.941303,300.549316
13:10:58,40.447595,-79.94187,299.588013
13:11:31,40.447521,-79.94318,289.974854
13:11:45,40.447377,-79.944864,284.206909
13:11:55,40.44729,-79.946042,283.726196
13:12:06,40.447213,-79.947202,279.880859
13:12:12,40.447178,-79.947809,277.477661
13:12:19,40.447157,-79.948432,276.99707
13:12:33,40.447113,-79.948645,279.400269
13:13:01,40.447027,-79.949539,275.074463
13:13:07,40.446998,-79.950048,274.59375
13:13:14,40.446976,-79.950528,276.035645
13:13:16,40.446948,-79.950669,276.516357
13:13:40,40.446306,-79.952343,277.958252
13:14:02,40.445125,-79.954015,277.477661
13:14:10,40.444633,-79.954691,279.880859
13:14:19,40.444112,-79.955442,281.322998
13:14:31,40.443428,-79.956434,282.284302
13:14:41,40.442904,-79.957177,282.284302
13:14:51,40.44237,-79.957875,285.648804
13:15:04,40.441719,-79.958748,286.129517
13:15:40,40.439958,-79.961162,283.245605
13:15:47,40.439645,-79.961581,284.687622
13:16:06,40.438825,-79.962678,286.129517
13:16:17,40.438431,-79.963156,289.974854
13:16:26,40.438143,-79.963536,290.455566
13:16:35,40.4379,-79.963961,289.974854
13:16:48,40.437796,-79.964878,284.206909
13:16:53,40.437615,-79.96534,284.206909
13:16:56,40.437444,-79.965574,283.726196
13:17:02,40.437032,-79.965917,281.322998
13:17:04,40.436897,-79.966041,280.361694
13:17:08,40.436677,-79.966379,277.958252
13:17:13,40.436541,-79.96693,277.477661
13:17:21,40.43651,-79.967817,275.555054
13:17:29,40.436497,-79.968695,272.671143
13:17:47,40.437082,-79.970685,268.345093
13:17:58,40.437524,-79.971968,262.577148
13:18:02,40.437651,-79.972304,262.096558
13:18:09,40.437807,-79.97275,261.135254
13:18:35,40.438189,-79.975077,252.483398
13:18:44,40.438244,-79.975765,252.483398
13:18:54,40.43829,-79.976453,252.483398
13:19:03,40.438325,-79.977027,252.963989
13:19:06,40.438317,-79.977208,252.963989
13:19:16,40.438361,-79.977842,253.444702
13:19:29,40.438406,-79.978801,254.886597
13:19:36,40.438414,-79.979225,256.328735
13:20:04,40.438395,-79.980437,266.422485
13:20:07,40.438401,-79.980744,266.903198
13:20:15,40.438476,-79.981589,264.980591
13:20:27,40.438526,-79.982892,261.135254
13:20:40,40.438604,-79.984341,255.848022
13:20:51,40.43865,-79.985644,253.444702
13:21:04,40.438709,-79.987189,252.483398
13:21:16,40.438766,-79.9886,250.560791
13:21:33,40.438842,-79.990656,250.560791
13:22:48,40.4398,-79.994407,246.715454
13:23:23,40.439249,-79.996211,245.75415
13:25:20,40.440531,-80.000086,249.599487
13:25:59,40.441493,-80.0022,246.715454
13:26:01,40.441558,-80.002349,247.196045
13:26:08,40.441807,-80.002588,244.792847
13:26:13,40.441897,-80.002319,244.312256
13:26:47,40.442913,-80.002159,220.279175
13:27:00,40.443414,-80.002436,220.279175
13:28:16,40.44535,-80.00314,231.334351
13:28:48,40.447209,-80.003892,231.814941
13:29:02,40.447534,-80.004101,231.334351
13:29:08,40.447338,-80.004103,231.334351
13:29:10,40.447257,-80.004077,230.373047
13:29:14,40.44709,-80.004023,230.373047
13:29:19,40.446893,-80.003966,228.450439
13:29:26,40.446666,-80.004073,227.489136
13:29:30,40.446627,-80.004241,227.008545
13:29:38,40.446644,-80.004062,224.605225
13:30:26,40.446298,-80.004502,222.201782
13:30:38,40.446055,-80.005209,222.201782
13:30:49,40.445928,-80.005911,222.201782
13:31:00,40.445818,-80.006603,220.759888
13:31:07,40.445737,-80.006982,217.395386
13:31:11,40.445715,-80.007218,216.914673
13:31:20,40.445637,-80.007753,214.991943
13:31:24,40.4456,-80.007984,214.991943
13:31:34,40.445502,-80.008509,214.03064
13:31:39,40.445465,-80.008775,214.51123
13:31:41,40.445464,-80.008883,214.991943
13:37:17,40.445293,-80.009712,215.953247
13:37:28,40.445216,-80.010331,215.472656
13:37:35,40.445163,-80.010681,214.03064
13:37:45,40.445076,-80.011283,212.588623
13:37:49,40.445037,-80.011518,213.069336
13:37:53,40.445012,-80.01176,212.588623
13:38:05,40.444944,-80.012538,213.069336
13:38:22,40.444823,-80.013759,214.03064
13:38:26,40.444797,-80.01406,214.03064
13:38:36,40.444839,-80.014782,213.550049
13:38:41,40.444838,-80.015145,213.550049
13:38:48,40.444921,-80.015615,214.03064
13:38:56,40.444952,-80.016037,216.43396
13:39:03,40.445058,-80.016361,217.395386
13:39:08,40.445118,-80.016599,218.83728
13:39:18,40.44533,-80.01667,220.279175
13:39:23,40.445467,-80.01687,225.566528
13:39:33,40.445905,-80.017172,226.527832
13:39:41,40.446296,-80.017317,227.489136
13:39:52,40.44677,-80.017527,224.605225
13:40:06,40.446788,-80.018547,223.163208
13:40:18,40.44673,-80.019467,221.240601
13:40:20,40.446733,-80.019619,220.759888
13:40:24,40.446853,-80.019853,221.240601
13:40:43,40.447784,-80.020218,220.279175
13:40:44,40.447815,-80.020248,220.759888
13:40:50,40.447944,-80.020645,222.201782
13:40:54,40.448091,-80.020909,222.201782
13:40:59,40.448383,-80.021037,223.163208
13:41:22,40.449367,-80.021287,224.605225
13:41:30,40.449426,-80.021882,223.643799
13:41:39,40.449487,-80.022615,223.163208
13:41:40,40.449492,-80.022698,223.163208
13:41:46,40.449689,-80.023105,224.124512
13:41:50,40.449916,-80.023231,224.605225
13:41:59,40.450351,-80.023367,225.566528
13:42:07,40.450605,-80.023454,225.566528
13:42:13,40.45068,-80.023494,227.489136
13:42:18,40.450803,-80.023517,229.892334
13:42:19,40.450847,-80.023526,229.892334
13:42:29,40.451285,-80.023702,231.814941
13:42:40,40.451764,-80.023882,232.295776
13:43:03,40.452922,-80.024236,238.544312
13:43:23,40.454011,-80.024575,238.544312
13:43:32,40.454552,-80.024756,236.140991
13:43:45,40.455299,-80.025014,235.660278
13:44:00,40.456062,-80.025308,236.140991
