Time,LAFmx,LAFmn,LAeq,LCpk
14:23:00 ,86.2 ,63.1 ,73.4 ,112.5 
14:24:00 ,81.6 ,66.3 ,73.5 ,108.9 
14:25:00 ,88.0 ,64.4 ,79.0 ,114.9 
14:26:00 ,89.8 ,66.7 ,80.7 ,115.6 
14:27:00 ,92.2 ,65.7 ,80.0 ,116.5 
14:28:00 ,90.4 ,62.3 ,78.2 ,114.4 
14:29:00 ,91.0 ,63.9 ,79.0 ,114.4 
14:30:00 ,90.9 ,67.2 ,80.6 ,115.3 
14:31:00 ,90.4 ,61.3 ,80.3 ,115.9 
14:32:00 ,89.2 ,61.1 ,78.6 ,114.2 
14:33:00 ,86.5 ,58.6 ,74.4 ,115.4 
14:34:00 ,87.5 ,60.8 ,74.2 ,112.0 
14:35:00 ,86.3 ,55.5 ,75.7 ,107.4 
14:36:00 ,87.7 ,53.9 ,73.2 ,110.2 
14:37:00 ,87.3 ,57.9 ,75.3 ,112.7 
14:38:00 ,90.2 ,60.8 ,73.6 ,113.0 
14:39:00 ,84.3 ,59.4 ,73.4 ,105.8 
14:40:00 ,84.1 ,62.7 ,74.6 ,111.6 
14:41:00 ,96.0 ,68.7 ,82.4 ,118.5 
14:42:00 ,94.3 ,64.1 ,84.6 ,116.4 
14:43:00 ,94.6 ,63.3 ,80.1 ,115.3 
14:44:00 ,95.1 ,63.1 ,82.0 ,117.1 
14:45:00 ,82.3 ,56.5 ,72.7 ,108.1 
14:46:00 ,78.0 ,58.6 ,67.0 ,101.4 
14:47:00 ,85.6 ,60.7 ,70.3 ,105.7 
14:48:00 ,91.0 ,66.4 ,73.3 ,114.7 
14:49:00 ,94.0 ,67.4 ,73.3 ,118.3 
14:50:00 ,84.2 ,68.0 ,72.1 ,98.1 
14:51:00 ,86.2 ,68.9 ,75.1 ,101.0 
14:52:00 ,91.1 ,68.7 ,74.9 ,110.7 
14:53:00 ,83.9 ,68.3 ,74.0 ,106.3 
14:54:00 ,76.6 ,68.3 ,70.9 ,95.6 
14:55:00 ,82.1 ,68.4 ,71.8 ,98.0 
14:56:00 ,87.6 ,67.8 ,72.6 ,100.8 
14:57:00 ,86.9 ,67.8 ,72.7 ,102.1 
14:58:00 ,84.5 ,68.7 ,73.1 ,104.0 
14:59:00 ,83.6 ,68.7 ,72.2 ,105.6 
15:00:00 ,76.6 ,67.8 ,70.5 ,96.4 
15:01:00 ,82.4 ,68.0 ,72.5 ,98.1 
15:02:00 ,82.5 ,67.6 ,72.1 ,103.3 
15:03:00 ,79.3 ,67.3 ,71.1 ,96.9 
15:04:00 ,76.2 ,67.2 ,69.7 ,93.2 
15:05:00 ,76.7 ,67.9 ,70.7 ,100.8 
15:06:00 ,81.9 ,67.1 ,71.3 ,106.1 
15:07:00 ,86.7 ,67.9 ,71.5 ,104.3 
15:08:00 ,81.8 ,67.3 ,71.3 ,96.8 
15:09:00 ,84.2 ,67.0 ,69.6 ,98.4 
15:10:00 ,77.3 ,66.4 ,68.8 ,98.9 
15:11:00 ,79.3 ,68.9 ,75.7 ,100.8 
15:12:00 ,79.3 ,69.6 ,75.9 ,101.8 
15:13:00 ,79.3 ,66.3 ,73.2 ,100.0 
15:14:00 ,88.5 ,72.5 ,77.5 ,111.2 
15:15:00 ,83.3 ,72.4 ,76.8 ,102.4 
15:16:00 ,85.0 ,71.8 ,76.8 ,101.6 
15:17:00 ,88.2 ,61.7 ,75.0 ,114.8 
15:18:00 ,82.4 ,58.9 ,73.2 ,104.0 
15:19:00 ,94.1 ,59.1 ,82.7 ,119.8 
15:20:00 ,97.5 ,67.9 ,88.9 ,125.5 
15:21:00 ,98.6 ,61.0 ,88.0 ,125.8 
15:22:00 ,91.8 ,62.3 ,80.7 ,114.5 
15:23:00 ,86.5 ,60.3 ,74.4 ,111.8 
15:24:00 ,85.5 ,65.8 ,76.1 ,111.1 
15:25:00 ,84.1 ,64.0 ,74.0 ,106.6 
15:26:00 ,100.1 ,60.3 ,79.3 ,120.1 
15:27:00 ,87.3 ,56.6 ,69.8 ,110.7 
15:28:00 ,77.0 ,55.2 ,68.4 ,107.4 
15:29:00 ,77.8 ,56.5 ,68.9 ,106.2 
15:30:00 ,74.3 ,54.8 ,66.0 ,108.5 
15:31:00 ,73.9 ,54.7 ,64.0 ,111.1 
15:32:00 ,106.6 ,50.4 ,85.4 ,125.8 
15:33:00 ,97.9 ,49.9 ,53.0 ,89.1 
15:34:00 ,56.1 ,50.4 ,51.8 ,0.0 
15:35:00 ,65.6 ,50.0 ,52.4 ,84.2 
15:36:00 ,54.1 ,0.0 ,51.0 ,0.0 
15:37:00 ,52.4 ,0.0 ,50.5 ,0.0 
15:38:00 ,69.6 ,0.0 ,52.3 ,88.5 
15:39:00 ,52.4 ,0.0 ,50.3 ,84.2 
15:40:00 ,72.7 ,0.0 ,53.5 ,100.5 
15:41:00 ,65.6 ,0.0 ,51.3 ,96.9 
15:42:00 ,59.9 ,0.0 ,53.0 ,0.0 
15:43:00 ,56.3 ,0.0 ,52.5 ,0.0 
15:44:00 ,56.5 ,49.7 ,51.9 ,89.4 
15:45:00 ,76.3 ,0.0 ,54.4 ,87.2 
15:46:00 ,57.8 ,0.0 ,50.8 ,0.0 
15:47:00 ,58.8 ,0.0 ,50.7 ,0.0 
15:48:00 ,62.8 ,0.0 ,52.5 ,85.6 
15:49:00 ,63.4 ,0.0 ,52.6 ,87.9 
15:50:00 ,71.6 ,0.0 ,53.5 ,86.5 
15:51:00 ,59.6 ,0.0 ,50.7 ,89.2 
15:52:00 ,54.7 ,0.0 ,50.0 ,0.0 
15:53:00 ,97.2 ,0.0 ,72.5 ,122.0 
15:54:00 ,63.8 ,0.0 ,53.1 ,0.0 
15:55:00 ,74.4 ,0.0 ,54.7 ,96.9 
