Time,Latitude,Longitude,Altitude
13:15:58,40.44352,-80.0041,221.721191
13:16:09,40.443687,-80.003552,219.317993
13:16:19,40.44384,-80.00306,220.759888
13:16:26,40.443897,-80.002859,221.721191
13:17:07,40.444498,-80.000899,221.240601
13:17:16,40.444682,-80.000316,220.759888
13:17:25,40.444856,-79.999788,221.240601
13:17:34,40.444978,-79.99937,220.279175
13:17:41,40.445102,-79.999205,217.875977
13:17:46,40.445288,-79.999074,219.798584
13:17:50,40.445468,-79.999127,221.240601
13:18:00,40.445864,-79.999312,223.643799
13:18:44,40.447755,-80.000248,225.566528
13:18:53,40.448216,-80.000426,222.682495
13:19:06,40.448487,-80.000533,224.124512
13:20:01,40.448896,-80.000676,214.991943
13:20:05,40.449038,-80.000713,216.43396
13:20:38,40.450507,-80.001172,218.356567
13:20:42,40.450707,-80.001112,219.798584
13:20:47,40.450881,-80.000901,219.317993
13:20:50,40.45103,-80.000911,219.798584
13:21:00,40.45149,-80.001071,223.643799
13:21:14,40.452164,-80.001256,225.566528
13:21:27,40.452721,-80.00146,229.892334
13:21:35,40.452921,-80.001519,230.373047
13:21:58,40.453534,-80.0017,232.295776
13:22:12,40.454189,-80.001903,233.737671
13:22:30,40.455063,-80.002202,232.776489
13:22:43,40.455692,-80.002448,232.776489
13:22:59,40.455771,-80.002476,231.814941
13:23:08,40.455766,-80.00248,233.737671
13:23:22,40.45588,-80.002499,238.063599
13:23:47,40.456032,-80.003657,234.699097
13:23:58,40.455929,-80.004418,234.699097
13:24:07,40.455872,-80.004721,234.218384
13:24:12,40.455796,-80.004954,232.776489
13:24:25,40.455655,-80.005675,233.737671
13:24:52,40.455355,-80.007443,231.814941
13:25:10,40.455116,-80.008741,230.85376
13:25:23,40.45494,-80.009671,227.969727
13:25:39,40.4547,-80.010832,228.931152
13:25:53,40.454557,-80.011806,226.527832
13:26:04,40.454439,-80.012417,226.527832
13:26:17,40.454268,-80.013211,227.969727
13:26:27,40.454139,-80.013933,228.450439
13:26:30,40.454113,-80.014117,228.450439
13:26:55,40.454091,-80.01439,227.969727
13:27:07,40.454066,-80.014475,227.489136
13:27:15,40.454016,-80.014886,227.969727
13:27:51,40.453996,-80.014953,250.560791
13:27:59,40.453948,-80.015168,242.870239
13:28:11,40.45379,-80.015683,240.467041
13:28:22,40.453662,-80.016364,238.544312
13:28:32,40.453552,-80.016976,234.699097
13:28:37,40.453379,-80.017091,233.25708
13:28:39,40.453287,-80.01706,232.776489
13:28:53,40.452623,-80.016786,229.411743
13:29:11,40.451946,-80.016559,228.450439
13:29:16,40.451711,-80.016495,228.931152
13:29:32,40.450959,-80.016233,228.931152
13:29:41,40.450626,-80.016119,231.814941
13:29:56,40.450165,-80.015986,235.660278
13:30:09,40.449988,-80.016769,234.699097
13:30:18,40.449865,-80.017466,231.814941
13:30:26,40.449743,-80.017968,229.892334
13:30:50,40.449725,-80.018046,229.892334
13:30:55,40.449692,-80.018144,228.931152
13:30:59,40.449618,-80.018257,228.931152
13:31:05,40.449427,-80.018258,228.450439
13:31:11,40.449299,-80.018251,227.489136
13:31:39,40.448577,-80.018025,220.759888
13:31:45,40.448425,-80.01796,219.798584
13:31:50,40.448325,-80.017956,219.798584
13:31:59,40.448151,-80.017923,219.798584
13:32:06,40.448132,-80.017924,221.240601
13:32:42,40.448018,-80.017899,226.527832
13:32:49,40.447822,-80.017874,225.085938
13:32:59,40.447501,-80.017786,223.163208
13:33:08,40.447254,-80.017707,222.201782
13:33:19,40.446992,-80.017637,220.279175
13:33:25,40.446927,-80.017638,222.682495
13:33:59,40.446872,-80.017621,221.721191
13:34:50,40.446356,-80.017473,228.450439
13:35:01,40.446085,-80.017375,227.489136
13:35:09,40.445907,-80.01729,223.163208
13:35:15,40.445816,-80.017242,222.201782
13:35:18,40.445767,-80.017206,221.240601
13:35:27,40.445498,-80.017083,231.334351
13:35:37,40.445231,-80.016884,216.914673
13:35:45,40.445063,-80.016682,216.43396
13:35:48,40.445014,-80.016569,215.953247
13:35:53,40.444961,-80.016298,214.03064
13:35:57,40.44489,-80.016074,212.588623
13:36:04,40.444831,-80.01558,211.146729
13:36:11,40.44476,-80.015127,211.627441
13:36:20,40.44479,-80.014677,213.069336
13:36:26,40.444794,-80.014525,213.550049
13:36:31,40.444793,-80.014452,213.550049
13:36:36,40.444712,-80.014331,213.550049
13:36:50,40.444759,-80.013673,214.51123
13:36:58,40.444818,-80.013331,214.51123
13:37:11,40.44485,-80.013079,214.03064
13:37:13,40.444854,-80.013042,214.03064
13:37:20,40.444841,-80.012883,214.51123
13:37:27,40.444849,-80.012754,213.550049
13:37:37,40.444866,-80.012625,214.03064
13:37:38,40.444872,-80.01261,214.03064
13:37:43,40.444879,-80.012551,213.550049
13:37:48,40.444899,-80.012473,213.550049
13:37:54,40.444902,-80.012367,214.51123
13:38:08,40.444951,-80.011932,214.51123
13:38:23,40.444982,-80.011385,214.03064
13:38:32,40.445027,-80.01106,213.550049
13:38:39,40.44508,-80.010812,213.550049
13:38:44,40.445101,-80.010667,214.51123
13:38:47,40.445142,-80.010645,215.953247
13:38:55,40.445152,-80.010535,217.395386
13:39:04,40.445177,-80.010431,220.759888
13:39:09,40.445182,-80.010392,219.798584
13:39:13,40.445207,-80.010344,221.721191
13:39:37,40.445231,-80.009711,225.085938
13:39:48,40.445276,-80.009441,196.246338
13:39:52,40.445289,-80.009388,198.168945
13:40:00,40.445329,-80.009144,204.898071
13:40:08,40.445446,-80.008843,212.108032
13:40:15,40.445538,-80.008623,212.588623
13:44:54,40.445585,-80.008556,218.356567
13:45:00,40.445478,-80.008591,216.914673
13:45:04,40.445447,-80.008514,215.953247
13:45:16,40.445481,-80.008326,215.953247
13:45:25,40.445506,-80.008175,216.43396
13:45:32,40.445532,-80.007975,215.953247
13:45:40,40.44556,-80.007681,215.472656
13:45:50,40.44562,-80.007288,213.550049
13:45:57,40.445661,-80.007056,212.588623
13:46:05,40.445685,-80.006713,213.069336
13:46:13,40.445793,-80.006386,214.03064
13:46:25,40.445862,-80.005997,212.588623
13:46:33,40.445905,-80.005725,212.588623
13:46:41,40.445936,-80.005446,211.627441
13:46:52,40.445997,-80.005177,212.108032
13:47:03,40.446083,-80.004723,211.146729
13:47:11,40.446247,-80.004432,211.146729
13:47:19,40.446381,-80.004103,212.588623
13:47:23,40.446445,-80.003987,213.069336
13:47:27,40.446494,-80.004032,212.588623
13:47:36,40.446502,-80.00423,213.069336
13:47:43,40.446561,-80.004063,213.069336
13:47:53,40.446576,-80.004147,214.51123
13:47:57,40.446548,-80.004251,214.03064
13:48:05,40.446608,-80.004081,217.395386
13:48:17,40.446575,-80.004316,219.798584
13:48:28,40.446724,-80.003999,221.240601
13:48:35,40.446825,-80.003887,220.279175
13:48:42,40.446822,-80.003844,219.317993
13:48:47,40.446701,-80.003791,220.759888
13:48:54,40.446384,-80.003674,223.163208
13:49:06,40.445827,-80.003465,227.008545
13:49:16,40.445333,-80.003281,227.489136
13:49:25,40.444762,-80.003074,227.008545
13:49:32,40.444348,-80.002894,226.047119
13:49:37,40.444209,-80.002848,224.124512
13:49:43,40.444197,-80.002851,223.163208
13:52:27,40.441693,-80.003819,192.881714
13:52:29,40.44164,-80.003854,193.362305
13:53:48,40.437198,-80.002881,541.359497
13:54:11,40.438352,-80.001195,209.704834
13:54:18,40.43821,-80.000685,224.605225
13:54:29,40.437924,-80.000152,230.373047
13:54:35,40.437734,-80.00018,228.450439
13:54:44,40.437314,-80.000515,227.008545
13:55:01,40.436868,-80.000788,230.85376
13:55:06,40.436663,-80.000948,228.450439
13:55:17,40.436079,-80.001361,227.489136
13:55:29,40.435536,-80.001762,227.489136
13:55:51,40.434417,-80.002499,227.489136
13:56:01,40.433828,-80.002868,226.047119
13:56:10,40.433256,-80.003238,223.643799
13:56:19,40.432731,-80.003547,221.240601
13:56:27,40.432428,-80.003746,219.317993
13:57:40,40.431517,-80.002696,221.240601
13:57:44,40.431313,-80.002299,220.759888
13:57:58,40.430654,-80.000997,219.317993
13:58:06,40.43043,-80.00029,217.395386
13:58:19,40.430102,-79.999345,217.875977
13:58:33,40.42975,-79.998318,219.317993
13:58:48,40.429408,-79.997414,218.356567
13:59:03,40.429059,-79.996464,217.875977
13:59:19,40.428762,-79.995408,223.163208
13:59:30,40.428576,-79.994572,222.682495
13:59:38,40.428513,-79.993855,222.682495
13:59:48,40.428537,-79.992945,220.279175
13:59:57,40.428567,-79.992081,219.798584
14:00:06,40.428586,-79.991162,217.395386
14:00:14,40.428611,-79.990413,217.875977
14:00:25,40.428628,-79.989514,219.317993
14:00:34,40.428632,-79.988912,221.721191
14:00:44,40.428636,-79.988212,222.201782
14:00:52,40.428662,-79.987683,223.163208
14:01:01,40.428658,-79.987163,224.124512
14:01:20,40.428738,-79.986496,230.373047
14:01:49,40.42883,-79.985942,238.544312
14:02:02,40.428815,-79.985062,232.776489
14:02:41,40.428826,-79.983033,227.969727
14:02:51,40.428835,-79.982421,226.047119
14:03:00,40.428819,-79.981994,227.008545
14:03:04,40.428898,-79.98177,228.450439
14:03:25,40.428753,-79.9806,230.373047
14:03:32,40.428732,-79.980471,228.931152
14:03:46,40.428692,-79.979675,227.008545
14:03:54,40.428634,-79.979145,227.489136
14:04:08,40.428584,-79.978162,226.047119
14:04:15,40.428556,-79.977782,222.682495
14:05:02,40.428467,-79.976349,227.969727
14:05:22,40.428453,-79.975673,236.140991
14:05:25,40.428482,-79.975498,235.660278
14:05:35,40.428453,-79.974783,233.737671
14:05:47,40.428388,-79.973931,229.411743
14:05:52,40.428372,-79.973781,228.450439
14:05:58,40.428368,-79.973766,227.969727
14:06:15,40.428738,-79.973441,227.969727
14:06:19,40.428863,-79.973385,227.489136
14:06:27,40.429235,-79.973369,228.450439
14:06:38,40.429795,-79.973445,229.411743
14:06:41,40.429944,-79.973449,229.411743
14:06:52,40.430492,-79.973604,230.85376
14:07:05,40.431113,-79.973756,232.295776
14:07:10,40.43127,-79.973783,232.776489
14:07:18,40.431596,-79.973802,233.25708
14:07:30,40.432187,-79.973712,234.218384
14:07:43,40.432817,-79.973571,235.179688
14:07:55,40.433395,-79.97347,237.582886
14:08:06,40.433886,-79.973361,239.986206
14:08:19,40.434082,-79.973332,239.986206
14:08:20,40.434091,-79.97333,239.986206
14:08:26,40.434227,-79.973288,239.986206
14:08:34,40.434564,-79.973217,240.947632
14:08:43,40.434933,-79.973144,241.908936
14:08:53,40.435345,-79.973064,243.831543
14:09:03,40.435758,-79.97295,244.792847
14:09:15,40.436255,-79.972797,246.715454
14:09:25,40.436676,-79.97272,247.676758
14:09:29,40.436858,-79.972735,247.676758
14:09:49,40.437537,-79.972621,245.273438
14:10:02,40.437396,-79.971944,247.196045
14:10:14,40.437211,-79.97135,248.157593
14:10:26,40.437022,-79.970745,249.599487
14:10:39,40.436806,-79.970071,252.483398
14:10:50,40.436633,-79.969471,255.36731
14:10:56,40.436528,-79.969147,256.328735
14:11:00,40.436437,-79.968953,256.809326
14:11:05,40.436397,-79.968742,256.809326
14:11:12,40.436395,-79.968641,256.809326
14:11:43,40.436399,-79.968646,254.406006
14:12:28,40.43642,-79.968635,256.809326
14:12:30,40.43642,-79.968637,256.809326
14:12:46,40.436642,-79.969367,257.290039
14:12:55,40.436851,-79.97002,255.36731
14:13:03,40.43708,-79.970657,252.483398
14:13:13,40.437319,-79.971422,251.041382
14:13:24,40.43754,-79.972116,249.118774
14:13:30,40.437633,-79.972352,247.676758
14:13:43,40.437664,-79.972366,248.157593
14:14:49,40.437685,-79.972358,255.848022
14:15:01,40.437647,-79.972318,253.444702
14:15:25,40.437653,-79.972278,251.041382
14:15:34,40.437663,-79.97223,249.599487
14:15:42,40.43764,-79.97217,247.196045
14:16:13,40.437549,-79.972049,247.676758
14:16:16,40.437494,-79.972053,247.676758
14:16:20,40.437418,-79.971924,247.196045
14:16:32,40.437226,-79.971374,247.676758
14:16:46,40.437009,-79.970669,252.002808
14:16:55,40.436862,-79.970254,252.963989
14:17:06,40.436681,-79.9697,253.444702
14:17:16,40.436532,-79.969182,255.36731
14:17:22,40.436421,-79.968887,256.809326
14:17:31,40.436403,-79.968396,258.251343
14:17:43,40.436398,-79.967753,260.654541
14:17:54,40.436405,-79.967177,262.096558
14:18:02,40.436416,-79.966769,263.538574
14:18:11,40.436501,-79.966379,265.461304
14:18:18,40.436639,-79.966109,266.903198
14:18:28,40.4369,-79.965798,268.345093
14:18:37,40.437206,-79.9656,271.709717
14:18:47,40.437485,-79.965264,273.151855
14:18:58,40.437677,-79.964784,275.074463
14:19:09,40.437744,-79.964234,276.516357
14:19:20,40.437879,-79.963718,277.477661
14:19:27,40.438031,-79.963421,278.919678
14:19:39,40.438388,-79.962963,280.842407
14:19:50,40.438758,-79.962494,284.687622
14:19:58,40.439078,-79.962137,295.742676
14:20:30,40.439774,-79.961118,289.01355
14:20:38,40.440177,-79.960949,289.974854
14:20:48,40.440591,-79.960404,265.461304
14:20:59,40.441049,-79.959644,393.316528
14:21:04,40.441266,-79.959345,396.681152
14:21:52,40.44211,-79.958093,279.880859
14:21:53,40.442157,-79.958062,280.361694
14:21:58,40.442356,-79.958131,281.322998
14:21:59,40.442385,-79.958181,280.842407
14:22:04,40.442515,-79.958375,282.284302
14:22:08,40.442606,-79.958513,282.765015
14:22:31,40.442869,-79.959157,309.201172
14:22:45,40.442843,-79.959756,301.029907
14:22:54,40.442929,-79.960023,300.549316
14:22:55,40.442947,-79.960031,300.068726
14:23:12,40.443303,-79.960228,311.604492
14:23:15,40.443368,-79.960247,311.604492
14:23:40,40.443713,-79.960948,307.759277
14:23:49,40.44366,-79.961215,307.278564
14:23:58,40.443496,-79.961449,360.631714
14:24:08,40.44327,-79.961728,363.996338
14:24:23,40.442971,-79.962023,314.969116
14:24:27,40.442906,-79.962081,314.969116
14:24:32,40.442786,-79.962183,346.212036
14:24:37,40.442668,-79.962301,336.598877
14:24:46,40.442398,-79.962465,331.311523
14:25:01,40.441975,-79.962863,327.946777
14:25:06,40.442008,-79.963041,325.062988
14:25:08,40.442046,-79.963082,324.582275
14:25:24,40.44232,-79.963408,318.333618
14:25:32,40.442431,-79.963581,318.814331
14:25:43,40.442573,-79.963852,320.737061
14:25:57,40.442786,-79.964189,322.178955
14:26:09,40.442959,-79.964498,326.02417
14:26:18,40.443085,-79.964729,328.908325
14:26:27,40.443195,-79.964949,332.272827
14:26:34,40.443293,-79.96512,335.637329
14:26:39,40.443269,-79.965273,335.156738
14:26:45,40.443179,-79.965399,333.714722
14:26:52,40.443022,-79.965604,332.272827
14:26:58,40.443088,-79.9658,331.311523
14:27:07,40.443331,-79.965996,330.830933
14:27:17,40.443685,-79.966214,330.830933
14:27:29,40.444076,-79.966377,330.35022
14:27:34,40.444191,-79.966282,331.792114
14:27:43,40.444326,-79.966092,337.079468
14:27:50,40.444369,-79.965991,338.040771
14:27:59,40.444509,-79.96577,338.521484
14:28:09,40.44469,-79.965496,340.924683
14:28:20,40.44488,-79.965231,340.444092
14:28:24,40.445003,-79.965139,340.444092
14:28:26,40.445097,-79.965105,339.482666
14:28:30,40.445305,-79.965145,338.040771
14:28:40,40.445694,-79.965432,340.444092
14:28:53,40.446263,-79.965799,339.002075
14:29:04,40.446886,-79.966022,336.118164
14:29:20,40.447663,-79.965805,329.388916
14:29:33,40.448117,-79.965522,324.582275
14:29:42,40.448391,-79.965056,319.295044
14:29:48,40.448557,-79.964794,316.891724
14:29:55,40.448699,-79.964788,314.969116
14:29:59,40.448763,-79.964816,313.527222
14:30:07,40.448924,-79.964882,311.604492
14:30:14,40.449122,-79.964988,309.201172
14:30:26,40.449489,-79.965138,308.239868
14:30:39,40.449901,-79.965276,307.759277
14:30:49,40.45021,-79.965293,310.162476
14:30:58,40.450489,-79.965164,312.565796
14:31:09,40.450815,-79.964972,314.488403
14:31:19,40.451114,-79.9648,316.411011
14:31:32,40.451506,-79.964589,318.814331
14:31:43,40.45183,-79.964373,320.737061
14:31:52,40.45212,-79.964293,322.659668
14:32:02,40.45243,-79.964398,323.620972
14:32:11,40.452632,-79.96459,327.466187
14:32:21,40.452833,-79.964782,329.388916
14:32:28,40.452981,-79.96493,328.427612
14:32:29,40.453008,-79.964961,327.946777
14:32:35,40.453295,-79.965228,324.582275
14:32:44,40.453771,-79.965709,320.256348
14:32:46,40.453866,-79.965792,319.775635
14:32:54,40.454264,-79.965858,317.372437
14:33:04,40.454713,-79.965944,315.449829
14:33:11,40.455059,-79.965983,307.759277
14:33:20,40.455443,-79.966051,302.471924
14:33:41,40.455558,-79.966043,298.146118
14:34:11,40.455602,-79.966006,299.1073
14:34:17,40.45572,-79.965951,298.626709
14:34:25,40.455962,-79.965766,298.146118
14:34:32,40.456246,-79.965514,296.704102
14:34:40,40.45662,-79.965166,295.261963
14:34:44,40.456755,-79.965045,296.223511
14:34:50,40.456967,-79.964763,290.455566
14:34:56,40.457155,-79.9645,288.052246
14:35:14,40.457718,-79.963806,279.880859
14:35:18,40.45789,-79.963796,278.438965
14:35:27,40.458309,-79.964122,270.2677
14:35:37,40.458805,-79.964491,263.057861
14:35:38,40.458848,-79.964525,262.577148
14:35:44,40.458958,-79.964803,258.251343
14:35:48,40.458886,-79.965005,256.328735
14:35:52,40.45872,-79.965113,253.444702
14:35:54,40.458619,-79.965138,252.963989
14:35:59,40.45846,-79.965353,250.560791
14:36:04,40.458609,-79.965624,248.157593
14:36:12,40.459215,-79.965908,243.831543
14:36:18,40.45958,-79.966097,243.831543
14:36:28,40.460108,-79.96635,241.428223
14:36:40,40.460756,-79.966669,237.102295
14:36:48,40.461254,-79.966906,233.25708
14:36:51,40.461407,-79.966985,231.814941
14:36:57,40.461727,-79.967009,231.334351
14:36:59,40.461797,-79.966929,231.334351
14:37:09,40.462065,-79.966595,233.737671
14:37:14,40.46224,-79.966701,231.814941
14:37:24,40.462577,-79.967073,226.527832
14:37:28,40.462653,-79.967129,225.566528
14:37:33,40.462756,-79.96698,226.527832
14:37:44,40.463003,-79.966626,229.411743
14:37:56,40.46327,-79.966227,232.295776
14:38:07,40.46351,-79.965894,234.218384
14:38:16,40.463709,-79.96561,236.140991
14:38:27,40.463927,-79.965235,238.544312
14:38:36,40.463998,-79.964877,239.505493
14:38:43,40.464029,-79.964646,238.544312
14:38:52,40.464089,-79.96436,238.544312
14:39:02,40.464159,-79.964046,239.024902
14:39:11,40.464207,-79.963736,241.908936
14:39:25,40.46428,-79.963264,244.312256
14:39:35,40.464329,-79.96294,244.792847
14:39:47,40.464391,-79.962552,245.75415
14:39:59,40.464471,-79.962166,247.676758
14:40:19,40.46457,-79.961487,251.522095
14:40:29,40.464617,-79.961147,252.963989
14:40:38,40.464664,-79.960847,253.925415
14:40:48,40.464731,-79.960514,255.848022
14:40:57,40.464773,-79.960209,256.809326
14:41:07,40.464839,-79.95987,258.251343
14:41:20,40.464921,-79.959421,260.654541
14:41:30,40.464985,-79.959081,262.577148
14:41:40,40.465042,-79.958743,264.019287
14:41:50,40.465083,-79.958389,266.422485
14:41:58,40.465126,-79.958142,265.941895
14:42:05,40.465132,-79.958043,267.383911
14:42:22,40.465186,-79.95774,269.787109
14:42:35,40.46527,-79.957298,271.709717
14:42:46,40.465348,-79.956916,274.113037
14:42:57,40.465401,-79.956528,275.555054
14:43:09,40.465489,-79.956101,276.035645
14:43:18,40.465556,-79.95578,277.477661
14:43:31,40.465606,-79.955316,277.958252
14:43:41,40.465677,-79.954986,278.919678
14:43:49,40.465733,-79.954634,279.880859
14:43:59,40.465808,-79.954199,281.322998
14:44:07,40.46587,-79.953845,281.803589
14:44:14,40.465912,-79.953552,284.687622
14:44:23,40.466008,-79.953287,288.052246
14:46:11,40.466139,-79.952269,291.897461
14:46:19,40.46617,-79.951947,291.416748
14:46:29,40.46615,-79.951472,289.01355
14:46:41,40.466062,-79.950824,288.052246
14:46:51,40.465995,-79.950291,290.455566
14:47:01,40.465917,-79.949834,288.052246
14:47:14,40.465838,-79.949198,286.129517
14:47:27,40.46573,-79.94855,284.687622
14:47:36,40.465675,-79.948096,285.168213
14:47:42,40.465646,-79.947775,286.610229
14:47:48,40.46559,-79.947457,286.610229
14:47:58,40.465498,-79.946892,287.09082
14:48:10,40.46541,-79.9462,288.532959
14:48:12,40.465402,-79.946085,288.532959
14:48:24,40.465296,-79.945417,289.01355
14:48:33,40.465243,-79.944919,289.01355
14:48:35,40.465232,-79.944804,289.494141
14:48:37,40.46521,-79.944688,289.974854
14:48:49,40.465119,-79.944004,289.974854
14:48:59,40.465049,-79.943437,289.974854
14:49:10,40.464943,-79.942803,291.416748
14:49:19,40.464891,-79.942302,292.378174
14:49:30,40.464808,-79.941682,291.897461
14:49:33,40.464784,-79.941507,291.897461
14:49:38,40.464736,-79.941227,291.897461
14:49:48,40.464673,-79.940656,291.897461
14:49:59,40.464585,-79.940054,293.339355
14:50:04,40.464572,-79.939783,293.339355
14:50:14,40.464513,-79.939266,293.820068
14:50:22,40.464523,-79.938941,294.781372
14:50:30,40.464539,-79.938544,295.261963
14:50:32,40.464542,-79.938428,295.261963
14:50:43,40.464574,-79.937777,294.781372
14:50:52,40.464602,-79.937251,294.300781
14:51:01,40.464627,-79.936726,292.378174
14:51:12,40.464667,-79.936106,292.378174
14:51:20,40.464702,-79.935748,292.858765
14:51:32,40.464719,-79.935152,292.378174
14:51:44,40.464737,-79.934516,294.300781
14:51:53,40.4646,-79.93405,292.858765
14:52:02,40.464447,-79.933512,291.416748
14:52:10,40.46427,-79.93297,289.494141
14:52:17,40.464072,-79.932431,286.610229
14:52:25,40.463822,-79.931753,283.726196
14:52:31,40.463656,-79.931297,281.803589
14:52:37,40.46353,-79.930961,280.842407
14:52:45,40.463307,-79.930375,278.438965
14:52:54,40.463005,-79.929525,275.074463
14:53:02,40.462765,-79.92879,273.632446
14:53:10,40.462598,-79.92821,272.671143
14:53:14,40.462513,-79.927956,272.19043
14:53:24,40.462286,-79.927357,271.229126
14:53:36,40.462027,-79.926658,271.229126
14:53:45,40.46186,-79.926213,271.709717
14:53:50,40.461807,-79.926063,271.229126
14:53:57,40.461756,-79.925934,272.19043
14:54:20,40.46156,-79.925416,274.113037
14:54:27,40.461474,-79.925136,275.074463
14:54:57,40.460708,-79.924984,275.555054
14:55:13,40.460059,-79.925073,281.803589
14:55:43,40.459558,-79.92513,281.322998
14:55:56,40.459071,-79.925141,281.322998
14:56:04,40.458826,-79.925123,280.361694
14:56:09,40.458647,-79.925124,280.361694
14:56:21,40.458137,-79.925172,274.59375
14:56:27,40.457853,-79.925192,273.151855
14:56:39,40.457559,-79.925207,273.632446
14:56:43,40.457398,-79.925208,273.151855
14:56:48,40.457314,-79.924963,273.151855
14:56:59,40.457176,-79.92436,275.555054
14:57:10,40.457041,-79.923765,276.99707
14:57:20,40.456917,-79.9232,279.400269
14:57:29,40.456812,-79.922722,281.803589
14:57:35,40.456741,-79.922515,282.284302
14:57:41,40.456535,-79.922542,282.765015
14:57:53,40.456087,-79.922581,284.687622
14:57:58,40.455927,-79.922613,283.726196
14:58:14,40.455844,-79.921813,284.206909
14:58:26,40.455783,-79.921152,283.245605
14:58:33,40.45575,-79.920769,282.765015
14:58:37,40.455705,-79.920525,284.687622
14:58:45,40.455586,-79.920079,284.687622
14:58:50,40.455519,-79.919806,284.206909
14:58:55,40.455352,-79.919822,281.322998
14:59:04,40.454991,-79.919922,282.284302
14:59:17,40.45447,-79.919995,281.322998
14:59:29,40.454,-79.919941,283.245605
14:59:49,40.453216,-79.919732,288.052246
14:59:52,40.453142,-79.919688,288.532959
15:00:09,40.453215,-79.918954,291.897461
15:00:20,40.453276,-79.918468,293.820068
15:00:33,40.453351,-79.917859,293.820068
15:00:45,40.453439,-79.917259,293.339355
15:00:59,40.453537,-79.916562,293.820068
