Longitude, Latitude, CO2
-79.985941999996,40.428830000001,116
-79.985941999992,40.428830000001,122
-79.985941999987,40.428830000002,124
-79.985061999993,40.428815,128
-79.98303299999,40.428826,130
-79.983032999973,40.428826,130
-79.983032999955,40.428826,132
-79.983032999938,40.428826,130
-79.982420999996,40.428835,134
-79.981993999997,40.428819,132
-79.980599999996,40.428753,134
-79.980599999986,40.428752999998,138
-79.980471,40.428732,156
-79.979674999996,40.428692,166
-79.979144999999,40.428634,170
-79.978161999997,40.428584,164
-79.976348999996,40.428467,152
-79.976348999984,40.428466999999,146
-79.976348999972,40.428466999998,140
-79.97634899996,40.428466999998,138
-79.976348999948,40.428466999997,138
-79.975672999997,40.428453,136
-79.975672999991,40.428453,130
-79.974782999998,40.428453,126
-79.973930999998,40.428388,126
-79.973781,40.428372,130
-79.973440999997,40.428738000003,144
-79.973385,40.428863,152
-79.973445,40.429795,150
-79.973604000001,40.430492000003,132
-79.973756000001,40.431113000003,126
-79.973783,40.43127,116
-79.973711999999,40.432187000005,112
-79.973570999999,40.432817000004,116
-79.97347,40.433395000002,116
-79.973361,40.433886000001,114
-79.973332,40.434082,108
-79.973332,40.434082000002,102
-79.973217,40.434564000001,104
-79.973144,40.434933000001,108
-79.973064,40.435345000002,108
-79.97295,40.435758000002,100
-79.972796999999,40.436255000002,100
-79.97272,40.436676000001,98
-79.972735,40.436858,100
-79.972620999999,40.437537000005,100
-79.972620999998,40.437537000011,96
-79.971943999995,40.437395999999,104
-79.971349999997,40.437210999999,106
-79.970744999998,40.437021999999,108
-79.970070999999,40.436806,108
-79.970070999993,40.436805999998,106
-79.969470999995,40.436632999999,102
-79.968953,40.436437,104
-79.968641,40.436395,108
-79.968646,40.436399,114
-79.968646,40.436399,112
-79.968646,40.436399,116
-79.968635,40.43642,118
-79.968635,40.43642,120
-79.968635,40.43642,120
-79.968635,40.436420000001,116
-79.969367000005,40.436642000001,118
-79.970020000001,40.436851,118
-79.970657000002,40.437080000001,118
-79.971422000003,40.437319000001,116
-79.972116000003,40.437540000001,112
-79.972352000001,40.437633,106
-79.972366,40.437664,112
-79.972358,40.437685,116
-79.972358,40.437685,122
-79.972358,40.437685,124
-79.972358,40.437685000001,126
-79.972358,40.437685000001,128
-79.972358,40.437685000001,130
-79.972358,40.437685000001,132
-79.972318,40.437647,136
-79.972278,40.437653,138
-79.972277999999,40.437653,140
-79.97223,40.437663,142
-79.97217,40.43764,140
-79.972048999999,40.437549,142
-79.972048999998,40.437548999999,142
-79.972048999997,40.437548999998,140
-79.971924,40.437418,136
-79.971373999996,40.437225999999,130
-79.970668999996,40.437008999999,126
-79.970253999999,40.436862,124
-79.969699999999,40.436681,116
-79.969181999999,40.436532,110
-79.968886999999,40.436421,108
-79.968395999998,40.436403,108
-79.967752999996,40.436398,106
-79.967176999998,40.436405,106
-79.966768999999,40.436416,100
-79.966378999998,40.436501,98
-79.965264,40.437485,96
-79.964784,40.437677,98
-79.964233999995,40.437744000001,102
-79.963717999996,40.437879000001,102
-79.962963,40.438388,102
-79.962962999996,40.438388000003,108
-79.962493999996,40.438758000003,108
-79.961117999991,40.439774000006,118
-79.961117999983,40.439774000012,116
-79.961117999974,40.439774000018,114
-79.959643999994,40.441049000004,120
-79.958092999996,40.442110000003,114
-79.958092999985,40.44211000001,114
-79.958092999975,40.442110000017,114
-79.958092999964,40.442110000024,116
-79.958092999953,40.442110000031,126
-79.959157000005,40.442869000002,130
-79.959157000011,40.442869000004,130
-79.959756000004,40.442843,128
-79.960023000001,40.442929,124
-79.960228,40.443303000001,128
-79.960228000002,40.443303000004,138
-79.960948000002,40.443713000001,136
-79.960948000008,40.443713000004,130
-79.960948000014,40.443713000007,124
-79.961215000002,40.44366,118
-79.962023000003,40.442970999997,114
-79.962183,40.442786,110
-79.962465,40.442398,104
-79.962863000001,40.441974999999,106
-79.962863000004,40.441974999996,104
-79.963408000003,40.442320000002,100
-79.963581000001,40.442431,94
-79.963852000001,40.442573000001,98
-79.964189000001,40.442786000001,100
-79.964498,40.442959,98
-79.964498000003,40.442959000002,100
-79.96512,40.443293,100
-79.965273000001,40.443269,102
-79.965604000001,40.443022,102
-79.966214,40.443685,104
-79.966377,40.444076,100
-79.966377000002,40.444076000004,100
-79.966091999999,40.444326,100
-79.965991,40.444369,102
-79.965769999999,40.444509000001,116
-79.965495999998,40.444690000001,118
-79.965230999998,40.444880000001,118
-79.965145,40.445305,118
-79.965432000002,40.445694000003,116
-79.965799000002,40.446263000004,114
-79.966022000001,40.446886000003,112
-79.965804999999,40.447663000003,106
-79.965804999997,40.447663000009,108
-79.965521999998,40.448117000003,108
-79.965055999998,40.448391000001,110
-79.964816,40.448763,104
-79.964988,40.449122,106
-79.965138000001,40.449489000001,104
-79.965276,40.449901000001,104
-79.965276000001,40.449901000004,102
-79.965293,40.450210000002,104
-79.964971999998,40.450815000003,102
-79.964799999999,40.451114000002,96
-79.964588999998,40.451506000003,100
-79.964372999999,40.451830000002,96
-79.964293,40.452120000001,96
-79.964398000001,40.452430000002,98
-79.964590000001,40.452632000001,104
-79.964782000001,40.452833000001,104
-79.965709000001,40.453771000001,102
-79.965858,40.454264000001,104
-79.965944,40.454713000002,110
-79.965983,40.455059000001,108
-79.966051,40.455443000002,106
-79.966043,40.455558000001,110
-79.966043,40.455558000002,114
-79.966006,40.455602,116
-79.966005999999,40.455602000001,118
-79.966005999999,40.455602000001,120
-79.965766,40.455962,124
-79.965513999999,40.456246000001,128
-79.965165999998,40.456620000002,128
-79.964762999999,40.456967000001,132
-79.963805999999,40.457718000001,134
-79.963805999993,40.457718000006,136
-79.964491,40.458805,136
-79.965353000001,40.458459999999,126
-79.965908000001,40.459215000002,128
-79.966669000003,40.460756000005,122
-79.966929,40.461797,120
-79.966594999997,40.462065000002,118
-79.967073000001,40.462577000001,120
-79.966625999999,40.463003000001,122
-79.966226999999,40.463270000001,128
-79.965893999999,40.46351,126
-79.96561,40.463709,124
-79.965234999999,40.463927,124
-79.964877,40.463998,120
-79.964646,40.464029,114
-79.964359999999,40.464089,110
-79.964045999998,40.464159,104
-79.963735999998,40.464207,106
-79.963263999997,40.46428,112
-79.962939999999,40.464329,120
-79.962551999999,40.464391,118
-79.962166,40.464471,116
-79.962165999996,40.464471000001,122
-79.961486999995,40.464570000001,124
-79.961486999989,40.464570000002,124
-79.961146999997,40.464617,124
-79.95987,40.464839,118
-79.959421,40.464921,112
-79.959420999996,40.464921000001,114
-79.959080999998,40.464985,114
-79.958742999998,40.465042,118
-79.958388999998,40.465083,116
-79.957739999999,40.465186,112
-79.957739999997,40.465186000001,112
-79.957297999998,40.46527,118
-79.956915999999,40.465348,124
-79.956527999999,40.465401,124
-79.956101,40.465489,118
-79.956100999996,40.465489000001,118
-79.955315999996,40.465606,112
-79.954985999998,40.465677,114
-79.954633999998,40.465733,106
-79.954198999997,40.465808000001,102
-79.953552,40.465912,108
-79.953286999999,40.466008,112
-79.952268999996,40.466139000001,116
-79.952268999987,40.466139000002,116
-79.952268999978,40.466139000003,116
-79.95226899997,40.466139000004,116
-79.952268999961,40.466139000005,116
-79.952268999953,40.466139000006,118
-79.952268999944,40.466139000007,118
-79.952268999935,40.466139000008,118
-79.952268999927,40.466139000009,120
-79.952268999918,40.466139000011,124
-79.95226899991,40.466139000012,122
-79.951946999998,40.46617,126
-79.951471999996,40.46615,126
-79.950823999995,40.466061999999,128
-79.950290999997,40.465995,126
-79.949833999997,40.465917,122
-79.949197999996,40.465838,124
-79.948549999998,40.46573,124
-79.948096,40.465675,120
-79.947774999999,40.465646,120
-79.946199999994,40.465409999999,126
-79.945416999997,40.465295999999,122
-79.944918999998,40.465243,124
-79.944003999999,40.465119,122
-79.944003999994,40.465118999999,120
-79.943436999996,40.465048999999,124
-79.942802999995,40.464942999999,118
-79.942301999997,40.464891,118
-79.941681999995,40.464807999999,116
-79.940053999995,40.464584999999,110
-79.939265999998,40.464513,108
-79.938940999999,40.464523,114
-79.938543999998,40.464539,112
-79.937776999997,40.464574,112
-79.937250999998,40.464602,110
-79.936725999997,40.464627,110
-79.936105999996,40.464667,112
-79.935747999998,40.464702,116
-79.935151999996,40.464719,122
-79.934515999997,40.464737,124
-79.934049999998,40.4646,128
-79.933511999998,40.464446999999,132
-79.932969999997,40.464269999999,134
-79.931752999999,40.463822,132
-79.931296999999,40.463656,126
-79.930375,40.463307,122
-79.929524999998,40.463004999999,158
-79.928789999998,40.462764999999,172
-79.928209999997,40.462597999999,174
-79.927356999998,40.462285999999,164
-79.926657999998,40.462026999999,160
-79.926212999999,40.46186,142
-79.926063,40.461807,140
-79.925416,40.46156,140
-79.925415999995,40.461559999998,134
-79.925415999991,40.461559999997,130
-79.924984,40.460707999999,132
-79.924983999999,40.460707999993,132
-79.924983999997,40.460707999986,134
-79.925073,40.460058999999,134
-79.925073000001,40.460058999994,136
-79.92513,40.459557999998,136
-79.925130000001,40.459557999994,134
-79.925130000001,40.459557999989,130
-79.925141,40.459070999998,138
-79.925123,40.458826,134
-79.925124,40.458646999999,132
-79.925172,40.458136999996,130
-79.925207,40.457559,128
-79.924359999999,40.457176,158
-79.923764999995,40.457040999999,182
-79.923199999996,40.456916999999,176
-79.922542,40.456534999999,154
-79.922581,40.456086999997,150
-79.921812999999,40.455844,148
-79.921812999993,40.455843999999,158
-79.921151999997,40.455783,160
-79.920768999999,40.45575,156
-79.920078999999,40.455586,148
-79.919805999999,40.455519,142
-79.919922,40.454990999999,132
-79.919995,40.454469999998,128
-79.919941,40.453999999999,124
-79.919731999998,40.453215999993,114
-79.918953999996,40.453215,104
-79.918467999996,40.453276000001,112
-79.917858999995,40.453351000001,112
-79.917258999997,40.453439,108
-79.916561999998,40.453537,108
-79.915667999999,40.453668,108
-79.915452999999,40.453702,104
-79.915444,40.454045,100
-79.915606000001,40.454116,98
-79.915735,40.454107,96
-79.91568,40.454125,100
-79.915668,40.454143,100
-79.915525,40.454097,100
-79.915488,40.45391,104
-79.915488,40.453909999998,100
-79.915468,40.453688999999,102
-79.915468,40.453688999997,98
-79.915468,40.453688999995,100
-79.915467999999,40.453688999993,100
-79.915457,40.453609,104
-79.915382,40.4534,100
-79.915341,40.452929999998,104
-79.915593000001,40.452621999999,100
-79.916126000002,40.452091999998,96
-79.916126000007,40.452091999993,100
-79.916546000003,40.451659999997,98
-79.916890000002,40.451304999998,96
-79.917279000002,40.450927999998,96
-79.917535000001,40.450666999999,96
-79.918064000002,40.450122999998,100
-79.918064000007,40.450122999993,104
-79.918477000003,40.449691999997,104
-79.918881000002,40.449254999997,104
-79.919115,40.448738,104
-79.91909,40.448439999999,106
-79.918999,40.448087999999,100
-79.918852,40.447614999999,102
-79.918851999998,40.447614999995,100
-79.918732999999,40.447201999997,104
-79.918628999999,40.446819999998,102
-79.918472999999,40.446308999997,96
-79.918252,40.445519999999,108
-79.918251999999,40.445519999995,104
-79.918081999999,40.444958999997,102
-79.917917,40.444434,104
-79.917916999998,40.444433999995,108
-79.918501000002,40.444260999999,110
-79.918501000007,40.444260999998,114
-79.91978900001,40.444039999998,116
-79.919789000021,40.444039999996,122
-79.920421000002,40.443913,120
-79.920475,40.4439,116
-79.920475000001,40.4439,116
-79.920603,40.443892,124
-79.921508000006,40.443921,142
-79.923051000001,40.443973,146
-79.924091000009,40.444011,144
-79.925404000008,40.444052,140
-79.925752000001,40.444044,140
-79.92597,40.444056,140
-79.92592,40.443345999998,140
-79.925919999999,40.443345999992,140
-79.925791,40.442727999998,150
-79.925701,40.442158,134
-79.926443000001,40.442033,134
Longitude, Latitude, CO
-79.927757000001,40.44204,0
-79.92786,40.442487000002,0
-79.927855,40.443035000001,0
-79.927878,40.443801000001,0
-79.927878,40.443801000008,0
-79.927889,40.444027000001,0
-79.928582000002,40.444546000002,0
-79.930202000004,40.445237000002,0
-79.931466000001,40.445789,0
-79.931466000012,40.445789000005,0
-79.932186000004,40.446115000002,0
-79.933040000004,40.446504000002,0
-79.934057000009,40.446938000004,1
-79.935121000002,40.44723,1
-79.935121000011,40.447230000003,0
-79.936581000009,40.447610000002,0
-79.936581000021,40.447610000005,0
-79.937604000007,40.447942000002,0
-79.937604000016,40.447942000005,0
-79.937604000024,40.447942000008,0
-79.937604000033,40.447942000011,0
-79.938601000004,40.447828,0
-79.940395000002,40.447647,0
-79.940395000017,40.447646999998,0
-79.941795000012,40.447506999999,0
-79.941982000001,40.4475,0
-79.94364300001,40.447380999999,0
-79.943643000024,40.447380999999,1
-79.944629000003,40.447315,0
-79.945563000003,40.447257,0
-79.946453000003,40.447195,0
-79.947863000005,40.447114,0
-79.947863000017,40.447113999999,0
-79.948287000003,40.44712,0
-79.949241000007,40.446972999999,0
-79.949241000015,40.446972999998,0
-79.949241000023,40.446972999996,0
-79.949241000031,40.446972999995,0
-79.951091000009,40.446820999999,0
-79.951091000025,40.446820999998,0
-79.952429000011,40.446219999995,0
-79.952429000023,40.44621999999,0
-79.953268000005,40.445627999996,0
-79.954020000002,40.445078999999,0
-79.954692000001,40.444523,0
-79.954692000006,40.444522999995,0
-79.954744,40.444502,0
-79.954744000001,40.444502,0
-79.955749000008,40.443845999994,0
-79.955749000017,40.443845999989,0
-79.956634000003,40.443222999998,0
-79.95663400001,40.443222999993,0
-79.957634000007,40.442487999995,0
-79.958406000001,40.441926,0
-79.958406000007,40.441925999995,0
-79.959018000004,40.441451999997,0
-79.960981000013,40.43997199999,0
-79.96098100003,40.439971999977,0
-79.960981000046,40.439971999965,0
-79.961846,40.439376,0
-79.965011000003,40.437707999999,0
-79.965011000029,40.437707999984,0
-79.965011000056,40.43770799997,0
-79.965011000083,40.437707999956,0
-79.96501100011,40.437707999942,3
-79.965011000137,40.437707999928,1
-79.965011000163,40.437707999914,0
-79.96501100019,40.4377079999,0
-79.966261000001,40.436611999999,0
-79.968299000007,40.436471,0
-79.968299000024,40.436470999998,0
-79.969943000006,40.436826000001,0
-79.969943000019,40.436826000004,0
-79.970782000005,40.437091000002,0
-79.971607000005,40.437361000002,0
-79.972053,40.437513,0
-79.972061,40.437518,0
-79.972510000003,40.437705000001,0
-79.973145000001,40.437902,0
-79.974816000001,40.438108,0
-79.975457000001,40.438163,0
-79.976020000001,40.438206,0
-79.976821000002,40.438242,0
-79.977515,40.438263,0
-79.977515000002,40.438263,0
-79.978498000004,40.438308,3
-79.978498000012,40.438308000001,0
-79.979269000005,40.438328,0
-79.979928000004,40.43836,0
-79.981000000008,40.438422,0
-79.981950000005,40.438459,0
-79.982873000003,40.438505,0
-79.983848000002,40.438524,0
-79.984663000001,40.438549,0
-79.985612000001,40.438602,0
